SecurityCode,IndustryCode,CompanyName,SpecialShares,NormalShares,PrivateShares
4588,31,玖鼎電力資訊股份有限公司,0,42985000,0
4720,21,德淵企業股份有限公司,0,114516037,0
4722,21,國精化學股份有限公司,0,101851159,0
4736,22,泰博科技股份有限公司,0,95374469,0
4737,22,華廣生技股份有限公司,0,67272653,0
4739,21,康普材料科技股份有限公司,0,118649269,3150000
4746,22,台耀化學股份有限公司,0,120255963,0
4755,21,三福化工股份有限公司,0,100706000,0
4763,21,濟南大自然新材料股份有限公司,0,989146670,0
4764,21,雙鍵化工股份有限公司,0,85542062,0
4766,21,南寶樹脂化學工廠股份有限公司,0,120570780,0
4770,21,上品綜合工業股份有限公司,0,79976000,0
4771,22,望隼科技股份有限公司,0,58527700,0
4807,18,日成控股股份有限公司,0,38396032,0
4904,27,遠傳電信股份有限公司,0,3607025357,93440600
4906,27,正文科技股份有限公司,0,427594111,0
4912,28,聯德控股股份有限公司,0,67093099,0
4915,28,致伸科技股份有限公司,0,471142824,0
4916,25,事欣科技股份有限公司,0,123211082,0
4919,24,新唐科技股份有限公司,0,419765268,0
4927,28,泰鼎國際股份有限公司,0,264937988,0
4930,06,燦星網通股份有限公司,0,80000000,0
4934,26,太極能源科技股份有限公司,0,225000000,14023475
4935,26,茂林光電科技(開曼)股份有限公司,0,128864091,0
4938,25,和碩聯合科技股份有限公司,0,2682200103,0
4942,26,嘉彰股份有限公司,0,142367613,0
4943,28,開曼康而富控股股份有限公司,0,126694353,47655676
4949,26,有成精密股份有限公司,0,67432643,0
4952,24,凌通科技股份有限公司,0,108815816,0
4956,26,光鋐科技股份有限公司,0,100408236,0
4958,28,臻鼎科技控股股份有限公司,0,1070565898,0
4960,26,誠美材料科技股份有限公司,0,571705388,0
4961,24,天鈺科技股份有限公司,0,121253603,0
4967,24,十銓科技股份有限公司,0,84963288,0
4968,24,立積電子股份有限公司,0,92209898,0
4976,26,佳凌科技股份有限公司,0,141351000,0
4977,27,眾達科技股份有限公司,0,80189841,0
4989,28,李長榮科技股份有限公司,0,137776500,0
4994,30,傳奇網路遊戲股份有限公司,0,66383400,0
4999,28,鑫禾科技股份有限公司,0,74417200,0
5007,10,三星科技股份有限公司,0,294940154,0
5203,30,訊連科技股份有限公司,0,79182550,0
5215,25,科嘉(開曼)股份有限公司,0,64337500,0
5222,24,全訊科技股份有限公司,0,90946968,0
5225,31,東科控股股份有限公司,0,79114499,0
5234,26,達興材料股份有限公司,0,102715911,0
5243,26,乙盛精密工業股份有限公司,0,168528915,0
5244,26,弘凱光電股份有限公司,0,68241899,0
5258,25,虹堡科技股份有限公司,0,110364894,0
5269,24,祥碩科技股份有限公司,0,74777129,0
5283,06,禾聯碩股份有限公司,0,87600510,0
5284,20,經寶精密控股股份有限公司,0,52892683,0
5285,24,界霖科技股份有限公司,0,102040926,0
5288,05,開曼商豐祥控股股份有限公司,0,69730022,0
5292,35,華懋科技股份有限公司,0,42108000,0
5306,37,桂盟國際股份有限公司,0,126000772,0
5388,27,中磊電子股份有限公司,0,304342542,0
5434,29,崇越科技股份有限公司,0,192199780,0
5471,24,松翰科技股份有限公司,0,167877062,0
5484,26,慧友電子股份有限公司,0,66801000,0
5515,14,建國工程股份有限公司,0,201600084,0
5519,14,隆大營建事業股份有限公司,0,219197180,0
5521,14,工信工程股份有限公司,0,492280155,0
5522,14,遠雄建設事業股份有限公司,0,781596241,0
5525,14,順天建設股份有限公司,0,318105378,0
5531,14,鄉林建設事業股份有限公司,100000000,977589245,0
5533,14,皇鼎建設開發股份有限公司,0,285244944,0
5534,14,長虹建設股份有限公司,0,290325960,0
5538,10,開曼東明控股股份有限公司,0,201203333,0
5546,14,永固集團股份有限公司,0,82353402,0
5607,15,遠雄自貿港投資控股股份有限公司,0,370552913,0
5608,15,四維航業股份有限公司,0,389271614,0
5706,16,鳳凰國際旅行社股份有限公司,0,84910920,0
5871,20,中租控股股份有限公司,150000000,1711421161,0
5876,17,上海商業儲蓄銀行股份有限公司,0,4861603140,0
5880,17,合作金庫金融控股股份有限公司,0,15680936914,0
5906,18,台南生活(開曼)股份有限公司,0,35741412,0
5907,18,Grand Ocean RetailGroupLimited,0,195531000,0
6005,17,群益金鼎證券股份有限公司,0,2170908097,0
6024,17,群益期貨股份有限公司,0,249937584,0
6108,28,競國實業股份有限公司,0,156994311,0
6112,30,邁達特數位股份有限公司,0,188357336,66000000
6115,28,鎰勝工業股份有限公司,0,187662154,0
6116,26,瀚宇彩晶股份有限公司,0,2858654851,0
6117,25,迎廣科技股份有限公司,0,92542969,0
6120,26,達運精密工業股份有限公司,0,598999602,0
6128,25,上福全球科技股份有限公司,0,127588740,0
6133,28,金橋科技股份有限公司,0,117006294,0
6136,27,富爾特科技股份有限公司,0,115536412,0
6139,31,亞翔工程股份有限公司,0,235329547,0
6141,28,柏承科技股份有限公司,0,113354005,0
6142,27,友勁科技股份有限公司,0,330779215,101100000
6152,27,百一電子股份有限公司,0,167738463,0
6153,28,嘉聯益科技股份有限公司,0,636177694,88826433
6155,28,鈞寶電子工業股份有限公司,0,88023988,0
6164,26,華興電子工業股份有限公司,0,80000000,0
6165,36,浪凡網路科技股份有限公司,0,77752623,0
6166,25,凌華科技股份有限公司,0,217595257,14707559
6168,26,宏齊科技股份有限公司,0,206069801,0
6176,26,瑞儀光電股份有限公司,0,465027263,0
6177,14,達麗建設事業股份有限公司,0,471878411,0
6183,30,關貿網路股份有限公司,0,150000000,0
6184,20,大豐有線電視股份有限公司,0,158230657,0
6189,29,豐藝電子股份有限公司,0,263779657,0
6191,28,精成科技股份有限公司,0,499303000,0
6192,31,巨路國際股份有限公司,0,96155770,0
6196,31,帆宣系統科技股份有限公司,0,218593543,0
6197,28,佳必琪國際股份有限公司,0,122085882,0
6201,31,亞弘電科技股份有限公司,0,89200000,0
6202,24,盛群半導體股份有限公司,0,230388200,4220000
6205,28,詮欣股份有限公司,0,82235907,0
6206,25,飛捷科技股份有限公司,0,143062324,0
6209,26,今國光學工業股份有限公司,0,175199121,0
6213,28,聯茂電子股份有限公司,0,363417218,0
6214,30,精誠資訊股份有限公司,0,272243066,0
6215,31,和椿科技股份有限公司,0,82789693,0
6216,27,居易科技股份有限公司,0,96981387,0
6224,28,聚鼎科技股份有限公司,0,85645361,0
6225,26,天瀚科技股份有限公司,0,27800000,20825395
6226,26,光鼎電子股份有限公司,0,115534789,0
6230,25,尼得科超眾科技股份有限公司,0,86343396,0
6235,25,華孚科技股份有限公司,0,199906306,0
6239,24,力成科技股份有限公司,0,759146634,0
6243,24,迅杰科技股份有限公司,0,45268841,8000000
6257,24,矽格股份有限公司,0,483912325,0
6269,28,台郡科技股份有限公司,0,323131481,0
6271,24,同欣電子工業股份有限公司,0,209058024,0
6277,25,宏正自動科技股份有限公司,0,119471166,0
6278,26,台灣表面黏著科技股份有限公司,0,292398353,0
6281,29,全國電子股份有限公司,0,99172945,0
6282,28,康舒科技股份有限公司,0,856029125,0
6283,31,淳安電子股份有限公司,0,148981343,66453000
6285,27,啟碁科技股份有限公司,0,484020629,0
6405,26,悅城科技股份有限公司,0,65800000,0
6409,31,旭隼科技股份有限公司,0,87703566,0
6412,28,群光電能科技股份有限公司,0,400769126,0
6414,25,樺漢科技股份有限公司,0,137540252,0
6415,24,矽力杰股份有限公司,0,388659107,0
6416,27,瑞祺電通股份有限公司,0,73348460,0
6426,27,統新光訊股份有限公司,0,38509000,0
6431,22,光麗生技控股股份有限公司,0,97398835,46956000
6438,31,迅得機械股份有限公司,0,82206325,0
6442,27,光紅建聖股份有限公司,0,78073288,0
6443,26,元晶太陽能科技股份有限公司,25894736,512796730,0
6446,22,藥華醫藥股份有限公司,0,379629370,0
6449,28,鈺邦科技股份有限公司,0,91918514,0
6451,24,訊芯科技控股股份有限公司,0,107464800,0
6456,26,GIS Holding Limited,0,337939800,0
6464,20,台灣數位光訊科技股份有限公司,0,128781532,0
6472,22,保瑞藥業股份有限公司,0,127363633,0
6477,26,安集科技股份有限公司,0,123787196,0
6491,22,晶碩光學股份有限公司,0,78000000,0
6504,20,南六企業股份有限公司,0,72600000,0
6505,23,台塑石化股份有限公司,0,9525959652,0
6515,24,穎崴科技股份有限公司,0,36041642,0
6525,24,捷敏股份有限公司,0,129047384,0
6526,24,達發科技股份有限公司,0,167505554,0
6531,24,愛普科技股份有限公司,0,162662771,0
6533,24,晶心科技股份有限公司,0,50650911,0
6534,22,正瀚生技股份有限公司,0,102800000,0
6541,22,泰福生技股份有限公司,0,264956367,0
6550,22,北極星藥業集團股份有限公司,0,859892688,396484666
6552,24,易華電子股份有限公司,0,83000000,0
6558,31,興能高科技股份有限公司,0,93788875,7300000
6573,24,虹揚發展科技股份有限公司,0,80499345,0
6579,25,研揚科技股份有限公司,0,169451221,0
6581,35,台灣鋼聯股份有限公司,0,111270887,0
6582,11,申豐特用應材股份有限公司,0,106174141,0
6585,20,鼎基先進材料股份有限公司,0,72133587,0
6591,25,動力科技股份有限公司,0,41122465,0
6592,20,和潤企業股份有限公司,100000000,623150493,0
6598,22,Applied BioCode Corporation,0,102811061,0
6605,12,帝寶工業股份有限公司,0,165816397,0
6606,05,建德工業股份有限公司,0,110303783,0
6625,20,必應創造股份有限公司,0,57972488,0
6641,35,基士德科技股份有限公司,0,36500000,0
6645,22,金萬林企業股份有限公司,0,60864050,0
6655,20,科定企業股份有限公司,0,80571817,0
6657,22,華安醫學股份有限公司,0,88808000,0
6658,31,聯策科技股份有限公司,0,36370000,0
6666,22,羅麗芬控股股份有限公司,0,47388000,0
6668,26,中揚光電股份有限公司,0,107116087,27285000
6669,25,緯穎科技服務股份有限公司,0,185840791,0
6670,37,復盛應用科技股份有限公司,0,139386973,0
6671,38,三能集團控股股份有限公司,0,60750000,0
6672,28,騰輝電子國際集團股份有限公司,0,71434745,0
6674,27,鋐寶科技股份有限公司,0,68697659,0
6689,36,伊雲谷數位科技股份有限公司,0,68000000,0
6691,31,洋基工程股份有限公司,0,121487209,0
6695,24,芯鼎科技股份有限公司,0,96459650,10000000
6698,31,旭暉應用材料股份有限公司,0,66389753,0
6706,26,惠特科技股份有限公司,0,78548865,0
6715,28,嘉基科技股份有限公司,0,66364505,0
6719,24,力智電子股份有限公司,0,105466989,21000000
6742,26,澤米科技股份有限公司,0,71267948,0
6743,31,安普新股份有限公司,0,150000000,0
6753,15,龍德造船工業股份有限公司,0,117239503,0
6754,38,匯僑室內裝修設計股份有限公司,0,66000000,0
6756,24,威鋒電子股份有限公司,0,69881000,0
6757,15,台灣虎航股份有限公司,0,459530000,0
6768,37,志強國際企業股份有限公司,0,200095061,0
6770,24,力晶積成電子製造股份有限公司,0,4225361900,0
6771,35,平和環保科技股份有限公司,0,31179500,0
6776,29,展碁國際股份有限公司,0,91581430,0
6781,28,"AES Holding Co., Ltd.",0,85418780,0
6782,22,視陽光學股份有限公司,0,63000000,0
6789,24,采鈺科技股份有限公司,0,318299119,0
6790,09,永豐餘消費品實業股份有限公司,0,267129021,0
6792,27,詠業科技股份有限公司,0,47875325,0
6794,22,向榮生醫科技股份有限公司,0,63637000,15200000
6796,22,晉弘科技股份有限公司,0,40233970,0
6799,24,來頡科技股份有限公司,0,43096553,0
6805,28,富世達股份有限公司,0,68553896,0
6806,35,森崴能源股份有限公司,0,274642902,0
6807,38,峰源集團股份有限公司,0,54000000,0
6830,31,汎銓科技股份有限公司,0,51781846,0
6834,28,天二科技股份有限公司,0,88471082,0
6835,28,圓裕企業股份有限公司,0,66172297,0
6838,22,台新藥股份有限公司,0,150977100,0
6854,24,PlayNitride Inc.,0,117678622,0
6861,22,睿生光電股份有限公司,0,41599250,0
6863,27,Arizon RFID Technology,0,74888000,0
6869,35,雲豹能源科技股份有限公司,0,137830041,0
6873,35,泓德能源科技股份有限公司,0,141872370,4284654
6890,37,來億興業股份有限公司,0,249400000,0
6901,20,鑽石生技投資股份有限公司,0,852750000,0
6902,36,走著瞧股份有限公司,0,35358948,0
6906,36,現觀科技股份有限公司,0,33537400,0
6914,20,阜爾運通股份有限公司,0,66226000,0
6916,26,華凌光電股份有限公司,0,67500000,0
6919,22,康霈生技股份有限公司,0,1553877860,0
6923,35,中台資源科技股份有限公司,0,91488000,0
6928,25,攸泰科技股份有限公司,0,86000000,0
6933,25,艾瑪斯科技控股股份有限公司,0,42368800,0
6937,24,天虹科技股份有限公司,0,67576263,0
6949,22,沛爾生技醫藥股份有限公司,0,64797550,0
6951,35,青新環境工程股份有限公司,0,46000000,0
6952,20,大武山牧場科技股份有限公司,0,68345000,0
6957,20,裕慶金屬股份有限公司,0,55512950,0
6958,20,日盛台駿國際租賃股份有限公司,40000000,403289360,0
6969,35,成信實業股份有限公司,0,38142903,0
8011,27,台通光電股份有限公司,0,165921891,0
8016,24,矽創電子股份有限公司,0,120136876,0
8021,31,尖點科技股份有限公司,0,142042467,0
8028,24,昇陽國際半導體股份有限公司,0,174073677,0
8033,20,雷虎科技股份有限公司,0,152629775,7672502
8039,28,台虹科技股份有限公司,0,262926994,0
8046,28,南亞電路板股份有限公司,0,646165487,0
8070,29,長華電材股份有限公司,0,725648455,0
8072,29,陞泰科技股份有限公司,0,80000000,0
8081,24,致新科技股份有限公司,0,86172072,0
8103,28,瀚荃股份有限公司,0,78436671,0
8104,26,錸寶科技股份有限公司,0,104058192,0
8105,26,凌巨科技股份有限公司,0,441544851,152981757
8110,24,華東科技股份有限公司,0,517739876,0
8112,29,至上電子股份有限公司,30000000,525291698,0
8114,25,振樺電子股份有限公司,31153147,76418772,0
8131,24,福懋科技股份有限公司,0,442222223,0
8150,24,南茂科技股份有限公司,0,704523126,0
8162,24,微矽電子股份有限公司,0,68702000,0
8163,25,達方電子股份有限公司,0,280000001,0
8201,31,無敵科技股份有限公司,0,62366275,0
8210,25,勤誠興業股份有限公司,0,125319146,0
8213,28,志超科技股份有限公司,0,271242488,0
8215,26,明基材料股份有限公司,0,320674514,0
8222,05,寶一科技股份有限公司,0,68573500,0
8261,24,富鼎先進電子股份有限公司,0,118878393,35000000
8271,24,宇瞻科技股份有限公司,0,128129266,17041000
8341,35,日友環保科技股份有限公司,0,130000000,0
8367,15,建新國際股份有限公司,0,92172031,0
8374,05,羅昇企業股份有限公司,0,112250487,23000000
8404,20,百和興業股份有限公司(開曼),0,419933884,0
8411,20,福貞控股股份有限公司,0,218404319,0
8422,35,可寧衛股份有限公司,0,1136796050,0
8429,18,金麗集團控股有限公司,0,185747151,0
8438,35,昶昕實業股份有限公司,0,69943000,0
8442,20,威宏控股股份有限公司,0,70169764,0
8443,18,阿瘦實業股份有限公司,0,66800000,0
8454,36,富邦媒體科技股份有限公司,0,264975275,0
8462,37,柏文健康事業股份有限公司,0,79292063,0
8463,20,潤泰精密材料股份有限公司,0,150000000,0
8464,38,億豐綜合工業股份有限公司,0,293020200,0
8466,20,美吉吉國際股份有限公司,0,79825628,0
8467,37,波力環球企業股份有限公司,0,50373575,0
8473,35,山林水環境工程股份有限公司,0,180852418,10676119
8476,35,台境企業股份有限公司,0,166226358,0
8478,37,東哥企業股份有限公司,0,93972276,0
8481,20,政伸企業股份有限公司,0,66601866,0
8482,38,商億全球控股有限公司,0,107444000,0
8487,36,愛爾達科技股份有限公司,0,26535000,0
8488,20,吉源控股股份有限公司,0,73500000,0
8499,31,鼎炫投資控股股份有限公司,0,41165557,0
8926,23,台灣汽電共生股份有限公司,0,730282000,0
8940,16,新天地國際實業股份有限公司,0,67491032,0
8996,05,高力熱處理工業股份有限公司,0,92248277,0
9103,91,美德向邦醫療國際股份有限公司,0,549411240,0
910322,91,康師傅控股有限公司,0,5620600000,0
9105,91,泰金寶科技股份有限公司,0,10450002831,0
910861,91,神州數碼控股有限公司,0,1672768386,0
9110,91,越南製造加工出口控股有限公司,0,907680000,0
911608,91,明輝環球企業有限公司,0,480000000,0
911622,91,聚亨企業集團(泰國)大眾有限公司,0,596748900,0
911868,91,同方友友控股有限公司,0,2109163417,0
912000,91,晨訊科技集團有限公司,0,2362546300,0
9136,91,巨騰國際控股有限公司,0,1200008445,0
9802,37,鈺齊國際股份有限公司,0,200991673,0
9902,20,台火開發股份有限公司,0,98049600,0
9904,37,寶成工業股份有限公司,0,2946787213,0
9905,20,大華金屬工業股份有限公司,0,305000000,0
9906,14,欣巴巴事業股份有限公司,0,90376358,0
9907,20,統一實業股份有限公司,0,1579145342,0
9908,23,大台北區瓦斯股份有限公司,0,516358000,0
9910,37,豐泰企業股份有限公司,0,987482831,0
9911,38,台灣櫻花股份有限公司,0,222389584,0
9912,25,偉聯科技股份有限公司,0,54170569,0
9914,37,美利達工業股份有限公司,0,298983800,0
9917,20,中興保全科技股份有限公司,0,451197093,0
9918,23,欣欣天然氣股份有限公司,0,180537453,0
9919,20,康那香企業股份有限公司,0,195362750,0
9921,37,巨大機械工業股份有限公司,0,392065395,0
9924,38,台灣福興工業股份有限公司,0,150761736,0
9925,20,台灣新光保全股份有限公司,0,387489605,0
9926,23,新海瓦斯股份有限公司,0,179504075,0
9927,20,泰銘實業股份有限公司,0,120000000,0
9928,20,中國電視事業股份有限公司,0,60724583,8800240
9929,20,秋雨創新股份有限公司,0,101280000,43800000
9930,35,中聯資源股份有限公司,0,248540368,0
9931,23,欣高石油氣股份有限公司,0,120369303,0
9933,20,中鼎工程股份有限公司,0,898193124,0
9934,38,成霖企業股份有限公司,0,411016962,0
9935,38,慶豐富實業股份有限公司,0,177838926,0
9937,23,全國加油站股份有限公司,0,309043000,0
9938,20,台灣百和工業股份有限公司,0,297963902,0
9939,20,宏全國際股份有限公司,0,295786475,0
9940,20,信義房屋股份有限公司,0,736846500,0
9941,20,裕融企業股份有限公司,100000000,575636346,0
9942,20,茂順密封元件科技股份有限公司,0,83161320,0
9943,16,好樂迪股份有限公司,0,125171510,0
9944,20,新麗企業股份有限公司,0,105908100,0
9945,20,潤泰創新國際股份有限公司,0,2844225086,0
9946,14,三發地產股份有限公司,0,326554150,0
9955,35,佳龍科技工程股份有限公司,0,104435829,0
9958,10,世紀鋼鐵結構股份有限公司,0,246896665,0
